,title,genre,day,star,synopsis,director,actor
374,극장판 바이올렛 에버가든,"애니메이션, 드라마, 판타지", 2020.11.12. ,9.68,"친애하는 길베르트 소령님, 오늘도 또 당신을 떠올리고 말았습니다. 무엇을 보든 무엇을 하든 당신이 떠오릅니다. 시간이 지나도 당신과 보냈던 기억은 선명하게 되살아납니다. 당신은 날 곁에 두었고 아무것도 모르는 제게 살아가는 방법을 가르쳐 주셨고 처음으로 사랑이라는 감정을 알려주셨습니다. 그래서 이렇게 또 편지를 쓰게 됩니다. -언젠가 이 편지가 당신에게 닿기를 바라며-",이시다테 타이치,"['이시카와 유이', '나미카와 다이스케', '요시다 레이코', None]"
375,극장판 미니특공대: 햄버거괴물의 습격,"애니메이션, 액션", 2020.09.30. ,9,블루시티 최고의 맛집 Mr.J버거에서 햄버거를 먹는 모습이 우연히 찍힌 볼트는 SNS에서 엄청난 조회수를 기록한 이 영상 덕분에 Mr.J버거의 광고 모델로 발탁된다. 하루아침에 슈퍼스타가 된 볼트는 바쁜 스케줄로 친구들과 다투고 결국 미니특공대를 탈퇴해버린다. 그러던 중 햄버거만 먹는 세상을 만들려는 브레이커J와 햄버거 괴물 군단이 나타나 평화롭던 블루시티를 위험에 빠뜨리고 리더 볼트가 빠진 미니특공대는 속수무책으로 당하고 마는데… 세상을 지배한 막강 햄버거 괴물 군단! 새롭게 업그레이드된 미니특공대의 반격이 시작된다!,이영준,"[None, None, None, None]"
376,마이 스파이,"액션, 코미디", 2020.04.29. ,7.84,"덩치는 프로, 센스는 제로인 스파이 ‘JJ’ 범.접.불.가 클래스가 다른 상대를 만나다?! 투 머치 토커 내근직 스파이 ‘바비’와 함께 실직 위기에서 구해줄 최후의 비밀 작전에서 투입된 ‘JJ’. 넘사벽 능력치의 감시 대상 1호인 ‘소피’에게 정체가 발각되는데.. “쟤를 죽이고 사고로 위장하자” 모든 것이 끝날 수 있는 절체절명의 순간! 과연 스파이 ‘JJ’는 무사히 작전을 마칠 수 있을까?",피터 시걸,"['데이브 바티스타', '클로에 콜맨', '켄 정', '크리스틴 스칼']"
377,더 프린세스 : 도둑맞은 공주,"애니메이션, 판타지", 2020.08.12. ,9.08,"재미없고 지루한 건 딱 질색인 말괄량이 밀라 공주. 호시탐탐 모험을 꿈꾸다 드디어 지루하기 짝이 없는 성을 가출하는데 성공! 하지만 금세 악당들에게 쫓기게 되고 얼떨결에 기사인 척하는 거리의 삼류배우, 루슬란을 만나 둘은 사랑에 빠진다. 그러나 키스의 순간, 사악한 마법사 체르노머가 회오리 돌풍을 일으켜 공주를 머나먼 마법의 나라로 납치해 가는데. . . 체르노머는 사랑에 빠진 공주의 '마음'을 빼앗아 세상을 지배하려고 한다. 신비하고도 위험한 마법의 나라로 공주를 찾아 나선 짝퉁기사 루슬란과 천방지축 밀라 공주의 운명은 과연?",올레 말라므,"['사문영', '남도형', '서반석', '홍진욱']"
378,나의 첫 번째 슈퍼스타,"코미디, 드라마", 2020.06.10. ,8.94,"슈퍼스타 ‘그레이스’(트레시 엘리스 로스)의 3년째 막내 매니저인 ‘매기’(다코타 존슨). 음악 프로듀서가 되기 위해 낮에는 매니저, 밤에는 음악 작업을 하며 열정을 불태우지만 늘 기회를 잡지 못한다. 10년 전 히트곡 하나로 버티는 세계적인 스타 ‘그레이스’는 매일 반복되는 공연에서 벗어나 새로운 앨범 발매를 꿈꾸지만 주변의 반대와 두려움에 부딪히는데… 완벽히 다른 그들의 인생곡을 향한 새로운 도전이 시작된다!",니샤 가나트라,"['다코타 존슨', '트레시 엘리스 로스', '켈빈 해리슨 주니어', '아이스 큐브']"
379,아웃포스트,"공포, 액션", 2020.09.23. ,9.17,"사방이 산으로 둘러싸인 방어 불가 지상 최악의 전초기지! 적의 공격에 무방비하게 노출될 수밖에 없는 이곳 아군의 지원은 물론 제대로 된 보급조차 기대하기 힘들다. 군 조사단조차 ‘명백히 방어 불가능’ 이라는 판정을 내린 상태. 호시탐탐 기회를 엿보는 적들로, 매일매일이 위험한 상황 속 총공세가 시작 되는데…",로드 루리,"['올랜도 블룸', '스콧 이스트우드', '케일럽 랜드리 존스', '잭 케시']"
380,프리키 데스데이,공포, 2020.11.25. ,8.66,"평범 이하, 존재감 제로 고등학생 밀리가 우연히 중년의 싸이코 살인마와 몸이 바뀌게 되면서 벌어지는 예측불가 호러테이닝 영화",크리스토퍼 랜던,"['빈스 본', '캐서린 뉴튼, '셀레스트 오코너', '우리아 쉘톤']"
381,부활: 그 증거,다큐멘터리, 2020.10.08. ,9.82,"모든 종교는 죽음 너머의 세상에 관심이 있지만 종교를 가진 사람들조차 죽음은 두려움과 공포의 대상이다. 이용규 교수, 배우 권오중, 이성혜는 고통 때문에 다시 태어나지 않기를 소망하는 사람들과 고통 속에서도 부활의 소망을 갖고 살았던 사람들의 흔적을 찾는다. 인도 바라나시와 첸나이 그리고 이탈리아 로마에 있는 카타콤. 산 자와 죽은 자들 사이에서 보고 듣는 삶과 죽음, 그리고 부활. 현대의 가장 큰 문제는 죽음이 죽어버렸다는 이어령 교수와 이들의 여정은 마침내 말기 암 판정을 받은 후, 80차 항암치료를 하며 부활의 증인이 된 한 사람(천정은)을 만나게 되는데...",김상철,"['권오중', '이성혜', '이용규', '이어령']"
382,파바로티,다큐멘터리, 2020.01.01. ,8.31,"성악천재 건달, 큰 형님보다 무서운 적수를 만나다 한 때 잘 나가던 성악가였지만 지금은 촌구석 예고의 음악 선생인 상진(한석규). 싸늘한 교육열, 까칠함만 충만한 그에게 청천벽력 같은 미션이 떨어진다. 천부적 노래 실력을 지녔으나, 일찍이 주먹세계에 입문한 건달 장호(이제훈)를 가르쳐 콩쿨에서 입상 하라는 것. 전학 첫날 검은 승용차에 어깨들까지 대동하고 나타난 것도 모자라, 수업 중에도 ‘큰 형님’의 전화는 챙겨 받는 무늬만 학생인 장호가 못마땅한 상진. 장호의 노래를 들어볼 필요도 없이 결론을 내린다. “똥인지 된장인지 꼭 찍어 먹어봐야 아냐?!” 주먹과 노래 두 가지 재능을 타고났으나 막막한 가정 환경으로 인해 주먹 세계에 뛰어든 장호. 비록 현실은 ‘파바로티’의 이름 하나 제대로 모르는 건달이지만 성악가가 되고픈 꿈만은 잊은 적 없다. 이런 자신을 가르쳐 주긴커녕 툭하면 개나 소나 취미로 하는 게 클래식이냐며 사사건건 무시하는 쌤 상진의 태도에 발끈하는 장호. 그래도 꿈을 포기할 수 없는 장호는 험난하고 까칠한 상진과의 관계를 이어가는데... “쌤요. 내 똥 아입니더!”",윤종찬,"['한석규', '이제훈', '오달수', '강소라']"
383,스케어리 스토리: 어둠의 속삭임,"판타지, 공포", 2020.03.25. ,5.58,"마을의 폐가에서 발견한 책 한 권. 책을 펼치는 순간 멈출 수 없는 공포스러운 스토리가 책에 나타나기 시작한다. 태워도, 버려도, 찢어도 멈출 수 없는 죽음의 스토리는 기괴하고 기묘하면서도 끔찍한 판타지 세상을 하나씩 그들에게 선물하는데...",안드레 외브레달,"['조 마가렛 콜렛티', '마이클 가르자', '오스틴 자주르', '오스틴 에이브람스']"
384,아이즈 온 미 : 더 무비,공연실황, 2020.06.10. ,9.37,"2018년 10월, 데뷔와 동시에 국내외 음원 및 음반차트 석권, 음악방송 1위, 신인상 수상 등 연일 기록을 경신하며 대세 그룹으로 자리잡은 아이즈원(IZ*ONE), 12명의 소녀들이 스크린에 등장! 아이즈원(IZ*ONE)과 위즈원이 함께한 잊을 수 없는 콘서트 현장부터 콘서트 VCR 현장 메이킹, 유닛 신곡 녹음현장, 신곡 안무연습, 현장 리허설 장면 등 다양한 비하인드도 이번 영화를 통해 공개 된다. 위즈원에게 특별한 추억과 선물이 될 영화, <아이즈 온 미 : 더 무비>가 온다!",권은비,"['미야와키 사쿠라', '강혜원', '최예나', '이채연']"
385,다만 악에서 구하소서 파이널컷,액션, 2020.10.28. ,7.69,"태국에서 충격적인 납치사건이 발생하고 마지막 청부살인 미션을 끝낸 암살자 인남(황정민)은 그것이 자신과 관계된 것임을 알게 된다. 인남은 곧바로 태국으로 향하고, 조력자 유이(박정민)를 만나 사건을 쫓기 시작한다. 한편, 자신의 형제가 인남에게 암살당한 것을 알게 된 레이(이정재). 무자비한 복수를 계획한 레이는 인남을 추격하기 위해 태국으로 향하는데... 인남 ㅣ 레이ㅣ 유이 그들의 추격은 아직 끝나지 않았다!",홍원찬,"['황정민', '이정재', '박정민', '박소이']"
386,야구소녀,드라마, 2020.06.18. ,9.13,"고교 야구팀의 유일한 여자이자 최고구속 134km, 볼 회전력의 강점으로 ‘천재 야구소녀’라는 별명을 얻으며 주목받았던 야구선수 ‘주수인’(이주영). 고교 졸업 후 오로지 프로팀에 입단해 계속해서 야구를 하는 것이 꿈이지만 여자라는 이유로 제대로 된 평가도 기회도 잡지 못한다. 엄마, 친구, 감독까지 모두가 꿈을 포기하라고 할 때, 야구부에 새로운 코치 ‘진태’(이준혁)가 부임하고 수인에게도 큰 변화가 찾아오는데… “전 해보지도 않고 포기 안 해요” 꿈을 향해 던지는 단 하나의 스트라이크 주수인 파이팅!",최윤태,"['이주영', '이준혁', '염혜란', '송영규']"
387,애프터: 그 후,"드라마, 멜로/로맨스", 2020.10.07. ,8.15,"""너만의 테사는 더 이상 없어!"" 첫사랑 하딘이 자신과의 연애를 내기에 걸었다는 비밀을 알게 된 '테사' 둘은 헤어지지만 서로의 살결과 숨결을 끊지 못하며 아슬아슬한 썸을 이어간다. 이후 대학 졸업을 앞둔 취준생 테사는 대형 출판사의 인턴십에 합격하고 거친 하딘과는 180도 다른 젠틀한 직장 남사친 '트레버'를 만나게 된다. ""테사의 두 번째 남자를 만났다"" 런던으로 떠나기 전에 테사를 향한 진심을 전하고 싶었던 '하딘' 테사의 용서를 기다리며 과거의 잘못을 하나씩 고쳐나간다. 워크숍 파티에서 취한 테사의 연락에 하딘은 기대 반, 걱정 반 마음으로 결국 테사의 호텔 룸에 찾아가고, 샤워실에서 그녀석 '트레버'와 마주치는데…",로저 컴블,"['히어로 파인즈 티핀', '조세핀 랭포드', '딜란 스프로즈', '루이스 롬바드']"
388,반교: 디텐션,공포, 2020.08.13. ,8.25,"비가 내리던 어두운 밤, 모두가 갑자기 자취를 감춰버린 학교에 남겨진 팡루이신과 웨이중팅. 두 사람은 사라진 사람들을 찾아 학교를 벗어나려 하지만 환영과 귀신들이 그들을 괴롭히고 잊고 있었던 끔찍한 비밀들이 조금씩 드러나기 시작하는데...",존 쉬,"['왕정', '증경화', '부맹백', '세실리아 최']"
389,콜 오브 와일드,"모험, 드라마, 가족", 2020.05.14. ,8.7,"1890년대 골드러시 시대, 금광이 발견되었다는 소식에 일확천금을 노린 수많은 사람들이 알래스카로 몰려든다. 따뜻한 캘리포니아의 부유한 가정에서 길러지던 개 ‘벅’은 한순간 납치되어 알래스카 유콘으로 팔려가게 되고 안락했던 과거와는 전혀 다른 삶이 시작된다. 광활한 대자연, 거친 약육강식의 세계 속 우편배달 썰매견 팀의 신참이 된 ‘벅’. 끊임없는 역경이 그를 찾아오지만, 진정한 용기는 ‘벅’을 점차 팀의 리더 자리에 오르게 하는데… 야성의 부름에 응답하라! 위대한 여정이 펼쳐진다!",크리스 샌더스,"['해리슨 포드', '오마 사이', '카렌 길런', '카라 지']"
390,서치 아웃,스릴러, 2020.04.15. ,7.71,"경찰 준비생 ‘성민’(이시언)과 취준생 ‘준혁’(김성철)은 같은 고시원에 살던 소녀의 자살 사건에 의혹을 품게 되고, 흥신소 해커 ‘누리’(허가윤)와 SNS 계정을 추적하게 된다. 의협심에 시작한 수사가 걷잡을 수 없는 결과를 초래하고, ‘준혁’, ‘성민’, ‘누리’ 세 사람도 SNS 범죄의 표적이 되고 마는데…!",곽정,"['이시언', '김성철', '허가윤', '김서연']"
391,오픈 더 도어,공포, 2020.04.08. ,6.93,"6살 어린 아들이 흔적도 없이 실종됐다. 이고르와 아내 폴리나는 3년 동안 미친 듯이 아들을 찾아다니지만 시체도, 아무런 단서도 발견하지 못한다. 절망에 빠져 집으로 돌아오는 차 안, 부부는 길에서 아들 또래의 고아 소년을 발견하고 이끌리듯 집으로 데려온다. 아이에게 사랑을 쏟을수록 행동과 얼굴까지 점점 실종된 아들과 똑같이 닮아가는 아이를 보며 혼란을 느끼는 이고르. 하지만 아이의 모습이 아들처럼 변해갈수록 주변에 기이한 일들이 자꾸 벌어지고 급기야 아내 폴리나는 공포로 이상증세까지 보이는데... 아이를 향한 사랑과 공포 사이에서 갈등하던 이고르는 결국 아이의 정체를 쫓기 시작하고 드러나는 충격적인 비밀들. 공포는 걷잡을 수 없이 충격적인 엔딩을 향해 극으로 치닫기 시작한다.",올가 고로데츠카야,"['옐레나 랴도바', '블라디미르 브도비첸코프', '세바스티안 부가에브', '로자 카이룰리나']"
392,뱅가드,액션, 2020.12.30. ,3.6,"‘탕환팅’(성룡)이 이끄는 국제 민간 경호업체 뱅가드. 새해 축제가 한창인 런던 한복판에서 VIP 고객이 범죄 조직에 납치되고 뱅가드는 그를 구출하는데 성공한다. 이에 분노한 범죄 조직은 VIP 고객의 딸을 새로운 타깃으로 삼고, 그들보다 먼저 아프리카에 있는 그녀를 찾아 보호하는 과정에서 뱅가드의 팀원 ‘레이전위’(양양)가 위험에 처한다. 두바이로 넘어가 구출 작전을 펼치던 뱅가드는 거대한 배후 세력의 음모와 마주하게 되는데…",당계례,"['성룡', '양양', '무치미야', '애륜']"
393,톰보이,드라마, 2020.05.14. ,8.91,"새로 이사 온 아이, ‘미카엘’. 파란색을 좋아하고, 끝내주는 축구 실력과 유난히 잘 어울리는 짧은 머리로 친구들을 사로잡는 그의 진짜 이름은 ‘로레’! 눈물겹게 아름답고, 눈부시게 다정했던 10살 여름의 비밀 이야기가 시작된다!",셀린 시아마,"['조 허란', '말론 레바나', '진 디슨', '소피 카타니']"
394,페인 앤 글로리,드라마, 2020.02.05. ,8.63,"수많은 걸작을 탄생시킨 영화감독 ‘살바도르 말로’. 약해진 몸과 마음으로 활동을 중단한 채 지내고 있다. 그는 32년 만에 자신의 영화를 다시 보게 되고, 미워했던 주연 배우 ‘알베르토’를 오랜만에 찾아간다. 그리고 자신의 과거와 조우하게 되면서 새로운 영감을 얻게 되는데.. 강렬했던 첫사랑, 찬란했던 욕망, 괴로웠던 이별, 가장 솔직한 거장의 세계를 들여다본다!",페드로 알모도바르,"['페넬로페 크루즈', '안토니오 반데라스', '에시어 엑센디아', '레오나르도 스바라글리아']"
395,찬실이는 복도 많지,드라마, 2020.03.05. ,9.14,"집도 없고, 남자도 없고, 갑자기 일마저 똑 끊겨버린 영화 프로듀서 ‘찬실’. 현생은 망했다 싶지만, 친한 배우 ‘소피’네 가사도우미로 취직해 살길을 도모한다. 그런데 ‘소피’의 불어 선생님 ‘영’이 누나 마음을 설레게 하더니 장국영이라 우기는 비밀스런 남자까지 등장! 새로 이사간 집주인 할머니도 정이 넘쳐 흐른다. 평생 일복만 터져왔는데, 영화를 그만두니 전에 없던 ‘복’도 들어오는 걸까?",김초희,"['강말금', '윤여정', '김영민', '윤승아']"
396,"하이, 젝시",코미디, 2020.02.19. ,6.73,"기상 알람을 시작으로 샤워하면서 BGM, 출근하면서 네비게이션, 퇴근 후 배달앱과 너튜브, 잠들기 전 SNS까지 손에서 도무지 핸드폰을 놓지 못하는 폰생폰사 ‘필’ 어느 날, ‘필’은 베프였던 ‘시리’의 사망으로 새 폰 ‘젝시’를 만나게 된다. 그렇게 집, 회사 무한 루프의 평온한 삶으로 다시 돌아갈 줄 알았던 ‘필’ 하지만 더 나은(?) 인생을 위한 인공지능 도우미 ‘젝시’는 ‘필’의 직장, 친구 그리고 연애까지 제멋대로 그의 인생에 끼어들기 시작하는데… “앞으로 재미있을 거야. 이 XX야” “여러분… 제 폰이 미쳤어요…”",존 루카스,"['스캇 무어', '아담 드바인', '로즈 번', '알렉산드라 쉽']"
397,미스비헤이비어,드라마, 2020.05.27. ,9.37,"여자라는 이유만으로 학계에서 무시당하지만 실력으로 이기겠다는 여성 운동가이자 역사가 '샐리' (키이라 나이틀리) 성적 대상화의 주범 미스월드에 한 방 먹일 작전을 짠 페미니스트 예술가 '조' (제시 버클리) 역사상 최초의 미스 그레나다로서 흑인 아이들에게 희망을 전하고 싶은 '제니퍼' (구구 바샤-로) 1970년, 달 착륙과 월드컵 결승보다 더 많은 1억 명이 지켜본 '미스월드' 성적 대상화를 국민 스포츠로 만든 미스월드에 맞서 자신만의 스타일로 진정한 자유를 외친 여성들의 유쾌한 반란이 시작된다!",필립파 로소프,"['키이라 나이틀리', '제시 버클리', '구구 바샤-로', '수키 워터하우스']"
398,그집,"공포, 스릴러", 2020.05.27. ,6.7,"1976년 스페인 마드리드, 새 출발을 꿈꾸며 도시로 이주한 6명의 가족. 그들이 이사한 ‘그 집’에는 수상한 기운이 감돌기 시작하고, 마침내 가족의 꿈은 악몽이 되고 마는데...",알베르트 핀토,"['베고냐 바르가스', '이반 마르코스', '베아 세구라', '세르지오 카스텔라노스']"
399,"어디갔어, 버나뎃","코미디, 드라마", 2020.10.08. ,9,"최연소 ‘맥아더상’을 수상한 천재 건축가였으나 현재는 사회성 제로 문제적 이웃이 되어버린 ‘버나뎃’. 일밖에 모르는 워커홀릭 남편 ‘엘진’, 사사건건 간섭하며 동네를 주름잡는 옆집 이웃 ‘오드리’, 일거수일투족을 감시하고 남편에게 일러바치는 비서 ‘수린’까지 조용히 살고 싶은 ‘버나뎃’의 소망과는 다르게 주변은 매일 소란스러워지고 그녀의 까칠함은 폭발한다. 온라인 비서 ‘만줄라’와 함께 친구 같은 딸 ‘비’의 소원인 가족 여행을 준비하던 어느 날, ‘버나뎃’은 자신이 국제 범죄에 휘말렸다는 사실을 알게 되고 갑작스런 FBI 조사가 시작되자 흔적도 없이 사라지는데...",리처드 링클레이터,"['케이트 블란쳇', '빌리 크루덥', '엠마 넬슨', '크리스틴 위그']"
400,분노의 질주: 더 얼티메이트,액션, 2021.05.19. ,8.89,"도미닉(빈 디젤)은 자신과 가장 가까웠던 형제 제이콥(존 시나)이 사이퍼(샤를리즈 테론)와 연합해 전 세계를 위기로 빠트릴 위험천만한 계획을 세운다는 사실을 알게 되고, 이를 막기 위해 다시 한 번 패밀리들을 소환한다. 가장 가까운 자가 한순간, 가장 위험한 적이 된 상황 도미닉과 패밀리들은 이에 반격할 놀라운 컴백과 작전을 세우고 지상도, 상공도, 국경도 경계가 없는 불가능한 대결이 시작되는데…",저스틴 린,"['빈 디젤', '존 시나', '성 강', '샤를리즈 테론']"
401,극장판 귀멸의 칼날: 무한열차편,애니메이션, 2021.01.27. ,9.62,"혈귀로 변해버린 여동생 ‘네즈코’를 인간으로 되돌릴 단서를 찾아 비밀조직 귀살대에 들어간 ‘탄지로.’ ‘젠이츠’, ‘이노스케’와 새로운 임무 수행을 위해 무한열차에 탑승 후 귀살대 최강 검사 염주 ‘렌고쿠’와 합류한다. 달리는 무한열차에서 승객들이 하나 둘 흔적 없이 사라지자 숨어있는 식인 혈귀의 존재를 직감하는 ‘렌고쿠’. 귀살대 ‘탄지로’ 일행과 최강 검사 염주 ‘렌고쿠’는 어둠 속을 달리는 무한열차에서 모두의 목숨을 구하기 위해 예측불가능한 능력을 가진 혈귀와 목숨을 건 혈전을 시작하는데…",소토자키하루오,"['하나에 나츠키', '키토 아카리', '시모노 히로', '마츠오카 요시츠구']"
402,소울,애니메이션, 2021.01.20. ,9.32,"뉴욕에서 음악 선생님으로 일하던 ‘조’는 꿈에 그리던 최고의 밴드와 재즈 클럽에서 연주하게 된 그 날, 예기치 못한 사고로 영혼이 되어 ‘태어나기 전 세상’에 떨어진다. 탄생 전 영혼들이 멘토와 함께 자신의 관심사를 발견하면 지구 통행증을 발급하는 ‘태어나기 전 세상’ ‘조’는 그 곳에서 유일하게 지구에 가고 싶어하지 않는 시니컬한 영혼 ‘22’의 멘토가 된다. 링컨, 간디, 테레사 수녀도 멘토되길 포기한 영혼 ‘22’ 꿈의 무대에 서려면 ‘22’의 지구 통행증이 필요한 ‘조’ 그는 다시 지구로 돌아가 꿈의 무대에 설 수 있을까?",피트 닥터,"['제이미 폭스', '티나 페이', '다비드 딕스', '필리샤 라샤드']"
403,크루엘라,"드라마, 범죄, 코미디", 2021.05.26. ,9.39,"처음부터 난 알았어. 내가 특별하단 걸 그게 불편한 인간들도 있겠지만 모두의 비위를 맞출 수는 없잖아? 그러다 보니 결국, 학교를 계속 다닐 수가 없었지 우여곡절 런던에 오게 된 나, 에스텔라는 재스퍼와 호레이스를 운명처럼 만났고 나의 뛰어난 패션 감각을 이용해 완벽한 변장과 빠른 손놀림으로 런던 거리를 싹쓸이 했어 도둑질이 지겹게 느껴질 때쯤, 꿈에 그리던 리버티 백화점에 낙하산(?)으로 들어가게 됐어 거리를 떠돌았지만 패션을 향한 나의 열정만큼은 언제나 진심이었거든 근데 이게 뭐야, 옷에는 손도 못 대보고 하루 종일 바닥 청소라니 인내심에 한계를 느끼고 있을 때, 런던 패션계를 꽉 쥐고 있는 남작 부인이 나타났어 천재는 천재를 알아보는 법! 난 남작 부인의 브랜드 디자이너로 들어가게 되었지 꿈을 이룰 것 같았던 순간도 잠시, 세상에 남작 부인이 ‘그런 사람’이었을 줄이야… 그래서 난 내가 누군지 보여주기로 했어 잘가, 에스텔라 난 이제 크루엘라야!",크레이그 질레스피,"['엠마 스톤', '엠마 톰슨', '마크 스트롱', '폴 월터 하우저']"
404,미나리,드라마, 2021.03.03. ,8.31,"""미나리는 어디서든 잘 자라"" 낯선 미국, 아칸소로 떠나온 한국 가족. 가족들에게 뭔가 해내는 걸 보여주고 싶은 아빠 '제이콥'(스티븐 연)은 자신만의 농장을 가꾸기 시작하고 엄마 '모니카'(한예리)도 다시 일자리를 찾는다. 아직 어린 아이들을 위해 ‘모니카’의 엄마 ‘순자’(윤여정)가 함께 살기로 하고 가방 가득 고춧가루, 멸치, 한약 그리고 미나리씨를 담은 할머니가 도착한다. 의젓한 큰딸 '앤'(노엘 케이트 조)과 장난꾸러기 막내아들 '데이빗'(앨런 김)은 여느 그랜마같지 않은 할머니가 영- 못마땅한데… 함께 있다면, 새로 시작할 수 있다는 희망으로 하루하루 뿌리 내리며 살아가는 어느 가족의 아주 특별한 여정이 시작된다!",정이삭,"['스티븐 연', '한예리', '윤여정', '앨런 김']"
405,컨저링 3: 악마가 시켰다,"공포, 미스터리, 스릴러", 2021.06.03. ,8.47,"1981년, 미국 역사상 최초로 잔혹한 살인사건의 용의자가 악마가 살해하도록 시켰다고 주장하는 초유의 사태가 일어난다! 그리고 사건의 배후에는 악마에게 빙의된 소년이 있었는데… 초자연 현상 연구가 워렌 부부의 사건 파일 중 여전히 미스터리로 남아있는 실화! 진실 혹은 거짓? 살인사건의 범인, 인간인가 악마인가...",마이클 차베즈,"['베라 파미가', '패트릭 윌슨', '줄리안 힐리아드', '로우리 오코너']"
406,고질라 VS. 콩,액션, 2021.03.25. ,8.94,"거대 몬스터들의 습격을 받은 지 3년 후, 콩은 스컬 아일랜드를 떠나 인간들의 보호관찰을 받고 있다. 한편, 인간들에게 등을 돌린 고질라는 비밀연구회사인 에이펙스에 존재하는 알 수 없는 힘에 이끌려 그곳을 쑥대밭으로 만든다. 위기 상황 속, 지구 안의 또 다른 지구인 할로우 어스의 에너지원을 찾아야만 인류가 안전할 수 있다는 판단하고 콩의 보호자들은 콩과 특별한 유대감을 형성하는 아이 지아와 함께 타이탄들의 고향일지 모르는 그 곳으로 위험한 여정을 떠난다. 그러던 중 분노에 찬 고질라의 공격을 받고, 마침내 맞붙게 된 두 전설의 장대한 대결은 앞으로 닥쳐올 대재앙의 서막에 불과했는데… 세상의 운명을 놓고, 지구상 가장 거대한 신화적 존재들의 스펙터클한 대격돌이 시작된다!",애덤 윈가드,"['알렉산더 스카스가드', '밀리 바비 브라운', '레베카 홀', '카일 챈들러']"
407,콰이어트 플레이스 2,스릴러, 2021.06.16. ,8.97,"실체를 알 수 없는 괴생명체의 공격으로 일상의 모든 것이 사라진 세상, 아이들 대신 죽음을 선택한 아빠의 희생 이후 살아남은 가족들은 위험에 노출된다. 갓 태어난 막내를 포함한 아이들과 함께 소리 없는 사투를 이어가던 엄마 ‘에블린’은 살아남기 위해 새로운 은신처를 찾아 집 밖을 나서지만, 텅 빈 고요함으로 가득한 바깥은 더 큰 위험이 도사리고 있는데...",존 크래신스키,"['에밀리 블런트', '킬리언 머피', '밀리센트 시몬스', '노아 주프']"
408,미션 파서블,"코미디, 액션", 2021.02.17. ,8.42,"“돈 되니까” VS “국가를 위해” 우린, 한다면 한다! 입금만 되면 뭐든 가능해지는 흥신소 사장 ‘우수한’ 앞에 어느 날 열정 충만 비밀 요원 ‘유다희’가 현금 천 만원과 함께 찾아 온다. 무기 밀매 사건을 해결하자며, 대놓고 공조를 요청해 온 것! 티격태격 하는 말마다 태클, 우당탕탕 하는 짓마다 사건! 혼자일 때보다 둘일 때 더 눈에 띄는 두 사람. 작전을 거듭해 갈수록 사건은 커져만 가고, 형사들이 오해할만한 단서를 여기저기 흘리고 다녀 수배 목록에 오르기도 하지만 우수한X유다희, 아찔한 이 공조를 멈출 수는 없다!",김형주,"['김영광', '이선빈', '오대환', '서현철']"
409,비와 당신의 이야기,"드라마, 멜로/로맨스", 2021.04.28. ,7.94,"“이건 기다림에 관한 이야기다"" 뚜렷한 꿈도 목표도 없이 지루한 삼수 생활을 이어가던 ‘영호'(강하늘), 오랫동안 간직해온 기억 속 친구를 떠올리고 무작정 편지를 보낸다. 자신의 꿈은 찾지 못한 채 엄마와 함께 오래된 책방을 운영하는 ‘소희'(천우희)는 언니 ‘소연’에게 도착한 ‘영호'의 편지를 받게 된다. “몇 가지 규칙만 지켜줬으면 좋겠어. 질문하지 않기, 만나자고 하기 없기 그리고 찾아오지 않기.” ‘소희'는 아픈 언니를 대신해 답장을 보내고 두 사람은 편지를 이어나간다. 우연히 시작된 편지는 무채색이던 두 사람의 일상을 설렘과 기다림으로 물들이기 시작하고, ‘영호'는 12월 31일 비가 오면 만나자는 가능성이 낮은 제안을 하게 되는데...",조진모,"['강하늘', '천우희', '이설', '이양희']"
410,서복,드라마, 2021.04.15. ,8.34,"과거 트라우마를 안겨준 사건으로 인해 외부와 단절된 삶을 살아가고 있는 전직 요원 ‘기헌’은 정보국으로부터 거절할 수 없는 마지막 제안을 받는다. 줄기세포 복제와 유전자 조작을 통해 만들어진 실험체 ‘서복’을 안전하게 이동시키는 일을 맡게 된 것. 하지만 임무 수행과 동시에 예기치 못한 공격을 받게 되고, 가까스로 빠져나온 ‘기헌’과 ‘서복‘은 둘만의 특별한 동행을 시작하게 된다. 실험실 밖 세상을 처음 만나 모든 것이 신기하기만 한 ‘서복‘과 생애 마지막 임무를 서둘러 마무리 짓고 싶은 ‘기헌’은 가는 곳마다 사사건건 부딪친다. 한편, 인류의 구원이자 재앙이 될 수도 있는 ‘서복’을 차지하기 위해 나선 여러 집단의 추적은 점점 거세지고 이들은 결국 피할 수 없는 선택을 하게 되는데…",이용주,"['공유', '박보검', '조우진', '박병은']"
